"Parlamentar","Data Desbloqueio","Ano de Exercicio","Unidade Orcamentaria Cod","Unidade Orcamentaria Desc","SubTítulo","Código da Emenda","Nota Dotação","Ds Observação","Código Unidade Gestora","Código Programa Trabalho","Código Natureza Despesa","Vl Solicitado"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","59127","ADMINISTRAÇÃO REGIONAL DO SETOR COMPLEMENTAR DE IN","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DA ESTRUTURAL- SETOR COMPL. DE IND. E ABASTECIMENTO                                                                                        ","188","171 ","","190127","15 .451.6210.1110.0043","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","59128","ADMINISTRAÇÃO REGIONAL DE SOBRADINHO II - RA XXVI ","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DE SOBRADINHO II-  SOBRADINHO II                                                                                                           ","196","171 ","","190128","15 .451.6210.1110.0046","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","59129","ADMINISTRAÇÃO REGIONAL DO JARDIM BOTÂNICO - RA XXV","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DO JARDIM BOTÂNICO- JARDIM BOTÂNICO                                                                                                        ","194","171 ","","190129","15 .451.6210.1110.0048","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","CONSTRUÇÃO DE ESPAÇO CULTURAL-CASA DE CULTURA DE- PLANALTINA                                                                                                                                                                                              ","9009","171 ","","190201","15 .392.6219.5968.0004","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","CONSTRUÇÃO DE ESPAÇO CULTURAL-CASA DE CULTURA DE- PLANALTINA                                                                                                                                                                                              ","9009","171 ","","190201","15 .392.6219.5968.0004","449052","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","CONSTRUÇÃO DE PRAÇAS PÚBLICAS E PARQUES- IMPLANTAÇÃO DA PRAÇA DO AREAL-DISTRITO FEDERAL                                                                                                                                                                   ","182","171 ","","190201","15 .451.6206.1950.0005","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","CONSTRUÇÃO DE PRAÇAS PÚBLICAS E PARQUES- CONSTRUÇÃO DE PARQUES INFANTIS DO DISTRITO FEDERAL-DISTRITO FEDERAL                                                                                                                                              ","179","171 ","","190201","15 .451.6206.1950.0006","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","REFORMA DE QUADRAS DE ESPORTES- IMPLANTAÇÃO DE COBERTURA E REFORMA DE QUADRAS DE ESPORTE-DISTRITO FEDERAL                                                                                                                                                 ","180","171 ","","190201","15 .451.6206.3440.0004","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","IMPLANTAÇÃO DE INFRA-ESTRUTURA ESPORTIVA- IMPLANTAÇÃO DE PECS NO DF-DISTRITO FEDERAL                                                                                                                                                                      ","178","171 ","","190201","15 .451.6206.3596.0004","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","CONSTRUÇÃO DE FEIRAS- IMPLANTAÇÃO DA FEIRA DO RIACHO FUNDO II- RIACHO FUNDO II                                                                                                                                                                            ","175","171 ","","190201","15 .451.6207.1302.0002","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","CONSTRUÇÃO DE FEIRAS-IMPLANTAÇÃO DA FEIRA DO RIACHO FUNDO II-DISTRITO FEDERAL                                                                                                                                                                             ","1177","171 ","","190201","15 .451.6207.1302.0003","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","REFORMA DE FEIRAS- REFORMA DE FEIRA DA REGIÃO ADMINISTRATIVA DE SANTA MARIA- SANTA MARIA                                                                                                                                                                  ","181","171 ","","190201","15 .451.6207.3247.0001","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NAS REGIÕES ADMINISTRATIVAS DO DISTRITO FEDERAL-DISTRITO FEDERAL","184","171 ","","190201","15 .451.6210.1110.0065","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRAESTRUTURA E URBANIZAÇÃO NAS REGIÕES ADMINISTRATIVAS DO-DISTRITO FEDERAL                                                                                                                      ","9017","171 ","","190201","15 .451.6210.1110.0171","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","CONSTRUÇÃO DE CENTRO DE CONVIVÊNCIA DE IDOSOS- CCI - VARJÃO- VARJÃO                                                                                                                                                                                       ","187","171 ","","190201","15 .451.6228.7294.0001","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","AMPLIAÇÃO DOS PONTOS DE ILUMINAÇÃO PÚBLICA- EM PRAÇAS E QUADRAS DE ESPORTE - RIACHO FUNDO II- RIACHO FUNDO II                                                                                                                                             ","176","171 ","","190201","15 .752.6210.1836.0010","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","AMPLIAÇÃO DOS PONTOS DE ILUMINAÇÃO PÚBLICA- EM PRAÇAS E QUADRAS DE ESPORTE - SAMAMBAIAI- SAMAMBAIA                                                                                                                                                        ","177","171 ","","190201","15 .752.6210.1836.0011","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                                                       ","5127","171 ","","190201","27 .812.6206.4035.0001","339039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","59114","ADMINISTRAÇÃO REGIONAL DE SAMAMBAIA - RA XII      ","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DE SAMAMBAIA- SAMAMBAIA                                                                                                                    ","543","171 ","","190201","15 .451.6210.1110.0010","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-QUILOMBO NAS ESCOLAS-DISTRITO FEDERAL                                                                                                                                                                                               ","1112","171 ","","230101","13 .392.6219.3678.0031","335039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-QUILOMBO NAS ESCOLAS-DISTRITO FEDERAL                                                                                                                                                                                               ","1112","171 ","","230101","13 .392.6219.3678.0031","335041","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-2º ENCONTRO SÓCIO CULTURAL DE ENFRENTAMENTO E COMBATE ÀS DROGAS-DISTRITO FEDERAL                                                                                                                                                    ","1115","171 ","","230101","13 .392.6219.3678.0033","335039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-EDUCAR CAPOEIRA-DISTRITO FEDERAL                                                                                                                                                                                                    ","1113","171 ","","230101","13 .392.6219.3678.0042","335039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-EDUCAR CAPOEIRA-DISTRITO FEDERAL                                                                                                                                                                                                    ","9011","171 ","","230101","13 .392.6219.3678.0063","335039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","APOIO A EVENTOS-NAS REGIÕES ADMINISTRATIVAS DO-DISTRITO FEDERAL                                                                                                                                                                                           ","1146","171 ","","230101","13 .392.6219.4090.0044","339039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","APOIO A EVENTOS-NAS REGIÕES ADMINISTRATIVAS DO-DISTRITO FEDERAL                                                                                                                                                                                           ","5057","171 ","","230101","13 .392.6219.4090.0058","339039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","APOIO A PROJETOS--DISTRITO FEDERAL                                                                                                                                                                                                                        ","191","171 ","","230101","13 .392.6219.4091.0001","339039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","APOIO A EVENTOS-APOIO A EVENTOS NAS REGIÕES ADMINISTRATIVAS DO DISTRITO FEDERAL-DISTRITO FEDERAL","539","171 ","","230101","27 .392.6219.4090.0016","339039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","59114","ADMINISTRAÇÃO REGIONAL DE SAMAMBAIA - RA XII      ","AMPLIAÇÃO DA REDE DE ILUMINAÇÃO PÚBLICA-AMPLIAÇÃO DA REDE DE ILUMINAÇÃO PUBLICA- SAMAMBAIA                                                                                                                                                                ","1114","171 ","","280209","15 .752.6216.1763.0008","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","APOIO AO COMPETE BRASÍLIA-APOIO A PROJETOS - COMPETE BRASÍLIA-DISTRITO FEDERAL                                                                                                                                                                            ","542","171 ","","340101","27 .812.6206.2631.0001","339033","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","APOIO AO COMPETE BRASÍLIA-APOIO A PROJETOS - COMPETE BRASÍLIA-DISTRITO FEDERAL                                                                                                                                                                            ","542","171 ","","340101","27 .812.6206.2631.0001","339039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","REFORMA DE ESPAÇOS ESPORTIVOS-NO DISTRITO FEDERAL-DISTRITO FEDERAL                                                                                                                                                                                        ","173","171 ","","340101","27 .812.6206.3048.0004","449051","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","REALIZAÇÃO DE EVENTOS-CIRCUITO DE LAZER NAS REGIÕES ADMINISTRATIVAS DO DISTRITO FEDEDERAL-DISTRITO FEDERAL                                                                                                                                                ","171","171 ","","340101","27 .812.6206.3678.0009","339039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                                                       ","5127","171 ","","340101","27 .812.6206.4035.0001","335039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                                                       ","5127","171 ","","340101","27 .812.6206.4035.0001","335041","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                                                       ","5127","171 ","","340101","27 .812.6206.4035.0001","339030","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                                                       ","5127","171 ","","340101","27 .812.6206.4035.0001","339039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                                                       ","5127","171 ","","340101","27 .812.6206.4035.0001","339092","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                                                       ","5127","171 ","","340101","27 .812.6206.4035.0001","449052","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-MANUTENÇÃO DE CENTROS ESPORTIVOS - CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                    ","5058","171 ","","340101","27 .812.6206.4035.0002","339039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","APOIO A EVENTOS-ESPORTIVOS NAS REGIÕES ADMINISTRATIVAS DO-DISTRITO FEDERAL                                                                                                                                                                                ","1077","171 ","","340101","27 .812.6206.4090.0037","339039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","APOIO A PROJETOS- BOLEIROS-DISTRITO FEDERAL                                                                                                                                                                                                               ","172","171 ","","340101","27 .812.6206.4091.0006","339039","250000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","2017","48101","DEFENSORIA PÚBLICA DO DISTRITO FEDERAL            ","CONCESSÃO DE BOLSA ESTÁGIO-DEFENSORIA PÚBLICA DO DISTRITO FEDERAL-DISTRITO FEDERAL                                                                                                                                                                        ","538","171 ","","480101","14 .422.6002.2422.0001","339039","250000"
"Parlamentar","Data Desbloqueio","Mês/Ano Desbloqueio","Ano de Exercicio","Unidade Orcamentaria Cod","Unidade Orcamentaria Desc","SubTítulo","Código da Emenda","Número Ofício","Nota Dotação","Ds Observação","Código Unidade Gestora","Código Programa Trabalho","Código Natureza Despesa","Valor Alteração","Valor Empenhado","Valor Bloqueado","Valor Liquidado","Valor Disponível","Valor Lei","Vl Desbloqueado","Vl Solicitado","Valor da Emenda"
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","18101","SECRETARIA DE ESTADO DE  EDUCAÇÃO DO DISTRITO FEDE","CONSTRUÇÃO DE PRÉDIOS E PRÓPRIOS-CONSTRUÇÃO DO MUSEU DA EDUCAÇÃO NA CANDANGOLANDIA-REGIÃO XIX - CANDANGOLÂNDIA","466","s/n","284 ","","160101","12 .122.6002.1984.0005","449051","-200000","0","0","0","0","200000","300000","300000","100000"
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","18101","SECRETARIA DE ESTADO DE  EDUCAÇÃO DO DISTRITO FEDE","DESCENTRALIZAÇÃO DE RECURSOS FINANCEIROS PARA AS ESCOLAS- DA REGIÃO NORTE DO DISTRITO FEDERAL- REGIÃO NORTE                                                                                                                                               ","469","s/n","284 ","","160101","12 .122.6221.2387.0001","335043","-200000","500000","0","500000","0","700000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","18101","SECRETARIA DE ESTADO DE  EDUCAÇÃO DO DISTRITO FEDE","DESCENTRALIZAÇÃO DE RECURSOS FINANCEIROS PARA AS ESCOLAS-SE-DISTRITO FEDERAL                                                                                                                                                                              ","5053","s/n","284 ","","160101","12 .122.6221.2387.0055","335043","200000","0","200000","0","0","0","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","18101","SECRETARIA DE ESTADO DE  EDUCAÇÃO DO DISTRITO FEDE","MODERNIZAÇÃO DE SISTEMA DE INFORMAÇÃO- INTERNET NAS ESCOLAS-DISTRITO FEDERAL                                                                                                                                                                              ","468","s/n","284 ","","160101","12 .126.6221.1471.0002","339039","-500000","0","0","0","0","500000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","18101","SECRETARIA DE ESTADO DE  EDUCAÇÃO DO DISTRITO FEDE","CONSTRUÇÃO DE UNIDADE DE ENSINO-CONTRUÇÃO DE UNIDADE DE ENSINO DA EDUCAÇÃO INFANTIL-REGIÃO VI - PLANALTINA","467","s/n","284 ","","160101","12 .365.6221.5023.0004","449051","0","0","1000000","0","0","1000000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","REALIZAÇÃO DE EVENTOS- PARA PROMOÇÃO DE LAZER EM TODO O DF-DISTRITO FEDERAL                                                                                                                                                                               ","478","s/n","284 ","","190107","27 .812.6206.3678.0013","339039","0","0","0","0","0","0","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","59108","ADMINISTRAÇÃO REGIONAL DE PLANALTINA - RA VI      ","REALIZAÇÃO DE EVENTOS-APOIO À REALIZAÇÃO DA FESTA DO DIVINO DE PLANALTINA- PLANALTINA                                                                                                                                                                     ","475","s/n","284 ","","190108","13 .392.6219.3678.0019","339039","-250000","0","0","0","0","250000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-APOIO À REALIZAÇÃO DA PAIXÃO DO CRISTO NEGRO-DISTRITO FEDERAL","465","s/n","284 ","","190114","13 .392.6219.3678.0020","339039","0","0","0","0","0","0","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","CONSTRUÇÃO DE ESPAÇO CULTURAL-CASA DA CULTURA DE- PLANALTINA                                                                                                                                                                                              ","4023","s/n","284 ","","190201","15 .392.6219.5968.0002","449051","500000","500000","0","499076,55","0","0","300000","300000","1000000"
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-CONSTRUÇÃO DE UNIDADES BÁSICAS DE SAÚDE-DISTRITO FEDERAL","582","s/n","284 ","","190201","15 .451.6210.1110.0002","449051","-930000","0","200000","0","0","1130000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE EM PLANALTINA-REGIÃO VI - PLANALTINA","583","s/n","284 ","","190201","15 .451.6210.1110.0003","449051","330000","0","4330000","0","0","4000000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO- EM TODAS AS REGIOES ADMINISTRATIVAS-DISTRITO FEDERAL                                                                                                                                                                    ","470","s/n","284 ","","190201","15 .451.6210.1110.0076","449051","0","300000","475000","0","25000","800000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","ELABORAÇÃO DE PROJETOS-REFORMA E AMPLIAÇÃO DO HOSPITAL REGIONAL DE PLANALTINA-REGIÃO VI - PLANALTINA","481","s/n","284 ","","190201","15 .451.6210.1968.0007","449051","0","0","3000000","0","0","3000000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","AMPLIAÇÃO DOS PONTOS DE ILUMINAÇÃO PÚBLICA- EM NOVA PETRÓPOLIS- SOBRADINHO                                                                                                                                                                                ","473","s/n","284 ","","190201","15 .752.6210.1836.0013","449051","0","0","120000","0","0","120000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","AMPLIAÇÃO DOS PONTOS DE ILUMINAÇÃO PÚBLICA- NA DF-440- SOBRADINHO                                                                                                                                                                                         ","474","s/n","284 ","","190201","15 .752.6210.1836.0014","449051","-400000","0","0","0","0","400000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","REFORMA DE QUADRAS DE ESPORTES-IMPLANTAÇÃO DE COBERTURA E REFORMA DE QUADRAS DE ESPORTE-DISTRITO FEDERAL","471","s/n","284 ","","190201","27 .812.6206.3440.0009","449051","0","0","1500000","0","0","1500000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","IMPLANTAÇÃO DE INFRA-ESTRUTURA ESPORTIVA-CONSTRUÇÃO DA VILA OLIMPICA DE PLANALTINA-REGIÃO VI - PLANALTINA","472","s/n","284 ","","190201","27 .812.6206.3596.0001","449051","0","300000","0","300000","0","300000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","14101","SECRETARIA DE  ESTADO DA AGRICULTURA, ABASTECIMENT","MANUTENÇÃO DA INFRAESTRUTURA DO SETOR AGROPECU-MODERNIZAÇÃO E MELHORIA DA INFRAESTRUTURA DA SEAGRI-DISTRITO FEDERAL","482","s/n","284 ","","210101","15 .451.6207.4119.0001","449051","-1360000","0","140000","0","0","1500000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","14101","SECRETARIA DE  ESTADO DA AGRICULTURA, ABASTECIMENT","MANUTENÇÃO DA INFRAESTRUTURA DO SETOR AGROPECU-MODERNIZAÇÃO E MELHORIA DA INFRAESTRUTURA DA SEAGRI-DISTRITO FEDERAL","482","s/n","284 ","","210101","15 .451.6207.4119.0001","449052","1200000","1171427,5","0","709427,5","28572,5","0","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","14101","SECRETARIA DE  ESTADO DA AGRICULTURA, ABASTECIMENT","APOIO A EVENTOS-APOIO AO EVENTO BRASILIA AGROECOLÓGICA 2017"" - ESPAÇO FÍSICO E ESTRUTURA DE APOIO, INFRAESTRUTURA DE ALOJAMENTO DOS AGRICULTORES""-DISTRITO FEDERAL","1036","s/n","284 ","","210101","20 .606.6210.4090.0014","339039","-60000","0","0","0","0","60000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","14101","SECRETARIA DE  ESTADO DA AGRICULTURA, ABASTECIMENT","APOIO A EVENTOS-APOIO AO EVENTO BRASILIA AGROECOLÓGICA 2017"" - ESPAÇO FÍSICO E ESTRUTURA DE APOIO, INFRAESTRUTURA DE ALOJAMENTO DOS AGRICULTORES""-DISTRITO FEDERAL","1036","s/n","284 ","","210203","20 .606.6210.4090.0014","339039","260000","0","0","0","260000","0","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","AQUISIÇÃO DE MATERIAL PERMANENTE PARA CASA DA CULTURA DE PLANALTINA","547","s/n","284 ","","230101","04 .122.6001.3467.0001","449052","-500000","0","0","0","0","500000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-APOIO A PROJETOS, ATIVIDADES E EVENTOS CULTURAIS-DISTRITO FEDERAL","461","s/n","284 ","","230101","13 .392.6219.3678.0002","335039","-559719","0","40281","0","0","600000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-APOIO A PROJETOS, ATIVIDADES E EVENTOS CULTURAIS-DISTRITO FEDERAL","461","s/n","284 ","","230101","13 .392.6219.3678.0002","335041","1909720","628093,43","55000","628093,43","1226626,57","0","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-APOIO A PROJETOS, ATIVIDADES E EVENTOS CULTURAIS-DISTRITO FEDERAL","461","s/n","284 ","","230101","13 .392.6219.3678.0002","339039","-200000","0","0","0","0","200000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-APOIO A REALIZAÇÃO DA VIA SACRA AO VIVO DE PLANALTINA-REGIÃO VI - PLANALTINA","463","s/n","284 ","","230101","13 .392.6219.3678.0005","335039","-400000","0","0","0","0","400000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-APOIO A REALIZAÇÃO DA VIA SACRA AO VIVO DE PLANALTINA-REGIÃO VI - PLANALTINA","463","s/n","284 ","","230101","13 .392.6219.3678.0005","335041","400000","400000","0","400000","0","0","300000","300000",""
