"Parlamentar","Data Desbloqueio","Ano de Exercicio","Unidade Orcamentaria Cod","Unidade Orcamentaria Desc","SubTítulo","Código da Emenda","Nota Dotação","Ds Observação","Código Unidade Gestora","Código Programa Trabalho","Código Natureza Despesa","Vl Solicitado"
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-QUILOMBO NAS ESCOLAS-DISTRITO FEDERAL                                                                                                                                                                                               ","1112","003/2017","171 ","","230101","13 .392.6219.3678.0031","335039","100000","0","100000","0","0","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-QUILOMBO NAS ESCOLAS-DISTRITO FEDERAL                                                                                                                                                                                               ","1112","003/2017","171 ","","230101","13 .392.6219.3678.0031","335041","100000","100000","0","100000","0","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-2º ENCONTRO SÓCIO CULTURAL DE ENFRENTAMENTO E COMBATE ÀS DROGAS-DISTRITO FEDERAL                                                                                                                                                    ","1115","003/2017","171 ","","230101","13 .392.6219.3678.0033","335039","0","0","0","0","0","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-EDUCAR CAPOEIRA-DISTRITO FEDERAL                                                                                                                                                                                                    ","1113","003/2017","171 ","","230101","13 .392.6219.3678.0042","335039","0","0","0","0","0","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-EDUCAR CAPOEIRA-DISTRITO FEDERAL                                                                                                                                                                                                    ","9011","003/2017","171 ","","230101","13 .392.6219.3678.0063","335039","40000","0","0","0","40000","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","APOIO A EVENTOS-NAS REGIÕES ADMINISTRATIVAS DO-DISTRITO FEDERAL                                                                                                                                                                                           ","1146","003/2017","171 ","","230101","13 .392.6219.4090.0044","339039","300000","59930,76","240000","0","69,24","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","APOIO A EVENTOS-NAS REGIÕES ADMINISTRATIVAS DO-DISTRITO FEDERAL                                                                                                                                                                                           ","5057","003/2017","171 ","","230101","13 .392.6219.4090.0058","339039","200000","0","200000","0","0","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","APOIO A PROJETOS--DISTRITO FEDERAL                                                                                                                                                                                                                        ","191","003/2017","171 ","","230101","13 .392.6219.4091.0001","339039","-270000","0","30000","0","0","300000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","APOIO A EVENTOS-APOIO A EVENTOS NAS REGIÕES ADMINISTRATIVAS DO DISTRITO FEDERAL-DISTRITO FEDERAL","539","003/2017","171 ","","230101","27 .392.6219.4090.0016","339039","-680000","76875,69","0","61214,37","43124,31","800000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59114","ADMINISTRAÇÃO REGIONAL DE SAMAMBAIA - RA XII      ","AMPLIAÇÃO DA REDE DE ILUMINAÇÃO PÚBLICA-AMPLIAÇÃO DA REDE DE ILUMINAÇÃO PUBLICA- SAMAMBAIA                                                                                                                                                                ","1114","003/2017","171 ","","280209","15 .752.6216.1763.0008","449051","200000","0","0","0","200000","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","APOIO AO COMPETE BRASÍLIA-APOIO A PROJETOS - COMPETE BRASÍLIA-DISTRITO FEDERAL                                                                                                                                                                            ","542","003/2017","171 ","","340101","27 .812.6206.2631.0001","339033","1450000","1449997,8","0","1342692,9","2,2","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","APOIO AO COMPETE BRASÍLIA-APOIO A PROJETOS - COMPETE BRASÍLIA-DISTRITO FEDERAL                                                                                                                                                                            ","542","003/2017","171 ","","340101","27 .812.6206.2631.0001","339039","-950000","0","50000","0","0","1000000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","REFORMA DE ESPAÇOS ESPORTIVOS-NO DISTRITO FEDERAL-DISTRITO FEDERAL                                                                                                                                                                                        ","173","003/2017","171 ","","340101","27 .812.6206.3048.0004","449051","-930000","0","70000","0","0","1000000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","REALIZAÇÃO DE EVENTOS-CIRCUITO DE LAZER NAS REGIÕES ADMINISTRATIVAS DO DISTRITO FEDEDERAL-DISTRITO FEDERAL                                                                                                                                                ","171","003/2017","171 ","","340101","27 .812.6206.3678.0009","339039","-300000","0","0","0","0","300000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                                                       ","5127","003/2017","171 ","","340101","27 .812.6206.4035.0001","335039","0","0","0","0","0","0","70000","250000","500000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                                                       ","5127","003/2017","171 ","","340101","27 .812.6206.4035.0001","335041","1739309","10872519,72","0","10487535,29","0,1","25000000","70000","250000","500000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                                                       ","5127","003/2017","171 ","","340101","27 .812.6206.4035.0001","339030","2296889,1","1977566,22","0","150998,48","419175,5","100000","70000","250000","500000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                                                       ","5127","003/2017","171 ","","340101","27 .812.6206.4035.0001","339039","2203110,9","6453842,57","0","3717757,47","151873,7","4811712","70000","250000","500000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                                                       ","5127","003/2017","171 ","","340101","27 .812.6206.4035.0001","339092","33191","33190,03","0","33190,03","0,97","0","70000","250000","500000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                                                       ","5127","003/2017","171 ","","340101","27 .812.6206.4035.0001","449052","0","27504,6","0","27504,6","0,4","50000","70000","250000","500000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-MANUTENÇÃO DE CENTROS ESPORTIVOS - CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                    ","5058","003/2017","171 ","","340101","27 .812.6206.4035.0002","339039","495000","0","0","0","495000","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","APOIO A EVENTOS-ESPORTIVOS NAS REGIÕES ADMINISTRATIVAS DO-DISTRITO FEDERAL                                                                                                                                                                                ","1077","003/2017","171 ","","340101","27 .812.6206.4090.0037","339039","300000","0","250000","0","50000","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","APOIO A PROJETOS- BOLEIROS-DISTRITO FEDERAL                                                                                                                                                                                                               ","172","003/2017","171 ","","340101","27 .812.6206.4091.0006","339039","0","99988,16","400001","97187,15","10,84","500000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","48101","DEFENSORIA PÚBLICA DO DISTRITO FEDERAL            ","CONCESSÃO DE BOLSA ESTÁGIO-DEFENSORIA PÚBLICA DO DISTRITO FEDERAL-DISTRITO FEDERAL                                                                                                                                                                        ","538","003/2017","171 ","","480101","14 .422.6002.2422.0001","339039","-400000","0","400000","0","0","800000","70000","250000",""
